TheoryID,Name,Ascending Intervals,Descending Intervals,Tonic,Tuning,Culture,Country,Region,SocID,,Reference,RefID,Primary_source?,Reduced_scale,Notes
T0250,Nagmeh Esfahan,3;2;2;3;2;2;2;1,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0251,Dastgah-e Sehgah 1,2;3;2;2;3;3;2,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0252,Dastgah-e Sehgah 2,3;2;2;3;2;2;3,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0253,Dastgah-e Chahargah,2;4;1;3;2;4;1,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0254,Dastgah-e Nava,3;1;3;3;2;2;3,N/A,1,Dastgah-ha,Persian,Iran,Middle East,Per12,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0255,Cargah Makam,T;T;B;T;T;T;B,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0256,Buselik Makam 1,T;B;T;T;B;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0257,Buselik Makam 2,T;B;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0258,Buselik Makam 3,N/A,T;B;T;S;A;S;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,"This is presented as an �â��alternative descending form�â��, but without specifying which of the other two Buselik Maqam it is used with. Due to the ambiguity, I keep it as a separate entry."
T0259,Buselik Makam 4,S;A;S;T;B;T;T;B;T;T;T;B;T;T,N/A,4,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0260,Rast Makam,T;K;S;T;T;K;S,T;K;S;T;T;B;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0261,Ussak Makam 1,K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0262,Ussak Makam 2,T;K;S;T;K;S;T;T;B;T;T;K;S;T,N/A,4,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0263,Hicaz Makam 1,S;A;S;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0264,Hicaz Makam 2,S;A;S;T;K;S;T,S;A;S;T;B;T;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0265,Hicaz Makam 3,T;K;S;T;S;A;S;T;K;S;T;T;B;T,N/A,5,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0266,Humayun Makam 1,S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0267,Humayun Makam 2,S;A;S;T;B;T;T,S;A;S;T;K;S;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0268,Uzzal Makam 1,S;A;S;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0269,Uzzal Makam 2,S;A;S;T;K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0270,Uzzal Makam 3,S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0271,Uzzal Makam 4,S;A;S;T;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0272,Zirguleli Makam 1,S;A;S;T;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0273,Zirguleli Makam 2,S;A;S;T;S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0274,Neva Makam 1,K;S;T;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0275,Neva Makam 2,K;S;T;T;K;S;T,K;S;T;T;B;T;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0276,Huseyni Makam 1,K;S;T;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0277,Huseyni Makam 2,K;S;T;T;K;S;T,K;S;T;T;B;T;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0278,Huseyni Makam 3,K;S;T;T;K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0279,Karcigar Makam 1,K;S;T;S;A;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0280,Karcigar Makam 2,K;S;T;S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0281,Basit Suz-nak Makam 1,T;K;S;T;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0282,Basit Suz-nak Makam 2,T;K;S;T;S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0283,Kurdi Makam,B;T;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0284,Bayati Makam,K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0285,Muhayyer Makam 1,K;S;T;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0286,Muhayyer Makam 2,K;S;T;T;K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0287,Tahir Makam 1,K;S;T;T;K;S;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0288,Tahir Makam 2,K;S;T;T;K;S;T;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0289,Sehnaz Buselik Makam 1,T;B;T;T;B;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0290,Sehnaz Buselik Makam 2,T;B;T;T;B;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0291,Irak Makam 1,S;T;K;S;T;T;K,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0292,Irak Makam 2,S;A;B;S;T;K;S;T;T;K,N/A,4,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,The upper octave extension didn�â��t make any sense here.
T0293,Bestenigar Makam,S;T;K;S;S;A;B;T;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0294,Nikriz Makam 1,T;S;A;S;T;K;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0295,Nikriz Makam 2,T;S;A;S;T;K;S,T;S;A;S;T;B;T,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0296,Nev'eser Makam,T;S;A;S;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0297,Saba Makam 1,K;S;S;A;B;T;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0298,Saba Makam 2,K;S;S;A;B;T;S;A;S;K;S;S;A,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0299,Saba Zemzeme Maqam,K;S;S;A;B;T;S;A;S,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,N,N/A
T0300,Huzzam Makam 1,S;T;S;A;S;A;B,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0301,Huzzam Makam 2,S;A;S;T;B;T;T,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0302,Segah Makam,S;T;K;T;S;A;B,N/A,1,Turkish,Turkish,Turkey,Middle East,Tur13,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0303,Bac,2;4;2;2;3,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0304,Ho Mai Nhi,1;6;1;1;4,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0305,Xuan Ho,2;1;5;2;3,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0306,Thien,3;3;2;3;2,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0307,Ai,3;4;1;2;3,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0308,Sa Mac,4;4;4;1,N/A,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0309,Ai-oan,1;6;1;2;3,4;3;1;4;1,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0311,Vong co,1;6;1;2;3,5;2;1;4;1,1,Vietnamese,Vietnam,Vietnam,South East Asia,Vie14,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0313,Youlan,1;1;2;1;1;1;2;1;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0314,In,3;1;1;2;3;1;1,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0315,Honchoshi,1;4;2;1;2;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0316,Plagal Honchoshi,1;2;2;1;3;1;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0317,Gagaku Ritsu,2;3;2;2;3,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0318,Hexatonic Ritsu,1;2;2;3;2;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0319,Banshikicho,2;1;2;2;2;1;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0320,Ichikotsucho 1,2;2;1;1;1;2;2;1,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0321,Ichikotsucho 2,2;2;1;1;1;2;1;1;1,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0322,Hira-choshi,2;1;4;1;4,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0323,Yona-nukji Major,2;2;3;2;3,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0324,Iwato-choshi,1;2;2;1;4;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0325,Akikaze-choshi,2;1;4;2;3,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0326,Kokin-joshi,1;4;2;3;2,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0327,Miyako-bushi Onkai,1;1;3;2;1;1;3,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0328,Han Kumoi-joshi,2;3;2;1;4,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0329,Akebono 1,2;1;4;2;3,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0330,Akebono 2,1;4;2;1;4,N/A,1,12-tet;Pythagorean,Japanese,Japan,East Asia,Jap5,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0331,Biyu,3;4;3;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0332,Jiao,2;3;3;2;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0333,Jin,3;3;2;2;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0334,Huowu,2;3;2;2;2;1,N/A,1,Chinese,China,China,East Asia,Chi15,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0335,Pyeongjo,2;3;2;3;2,N/A,1,Chinese,Korea,China,East Asia,Kor16,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0336,Kyemyeonjo,3;2;3;2;2,N/A,1,Chinese,Korea,China,East Asia,Kor16,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0337,Gong,2;2;3;2;3,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0338,Shang,2;3;2;3;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0339,Jue,3;2;3;2;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0340,Zhi,2;3;2;2;3,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0341,Yu,3;2;2;3;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0342,Yayue,2;2;2;1;2;2;1,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0343,Qingyue,2;2;1;2;2;2;1,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0344,Yanyue,2;2;1;2;2;1;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0345,Shanxi,2;2;1;2;3;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0346,Shanxi bangzi,2;2;1;2;2;1;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0347,Xinhua,4;3;2;3,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0348,Guizhou,2;3;2;2;1;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0349,Bai,2;2;1;2;4;1,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0350,Yunnan,3;2;4;1;2,N/A,1,Chinese,China,China,East Asia,Chi15,,"Ho Lu-Ting and Han Kuo-huang. On chinese scales and national modes. Asian Music, 14(1):132-154, 1982. doi: 10.2307/ 834047",19,Y,Y,N/A
T0182,Mawam Yakah Bayati,9;7;6;9;6;7;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0183,Maqam Yakah Nahawand,9;4;9;9;4;14;4,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0185,Maqam Farahfaza,9;4;9;9;4;9;9,N/A,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0186,Maqam Shat Arban 1,5;13;4;9;7;6;9,5;13;4;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0188,Maqam Husayni Ushayran,6;7;9;6;7;9;9,6;7;9;4;14;4;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
T0189,Maqam Bayati Ushayran,6;7;9;6;7;9;9,6;7;9;9;4;9;9,1,53-tet,Arabic,Many,Middle East,Ara11,,"H. Rechberger. Scales and Modes Around the World: The Complete Guide to the Scales and Modes of the World. Fennica Gehrman Ltd., 2018",2,N,Y,N/A
